time,redshift1,redshift2
9.139139,0.000112534,6.77E-05
9.149149,0.000112295,6.66E-05
9.159159,0.000113189,6.50E-05
9.169169,0.000114739,6.56E-05
9.179179,0.00011611,6.73E-05
9.189189,0.000114739,6.53E-05
9.199199,0.000117719,6.43E-05
9.209209,0.000116944,6.46E-05
9.219219,0.000117302,6.54E-05
9.229229,0.000118792,6.19E-05
9.23924,0.000119269,6.25E-05
9.249249,0.000117958,6.15E-05
9.259259,0.000121415,6.16E-05
9.269269,0.000120938,6.02E-05
9.27928,0.000120759,5.82E-05
9.289289,0.000120699,5.94E-05
9.299299,0.000122607,6.03E-05
9.309309,0.000124335,6.19E-05
9.31932,0.000124514,5.70E-05
9.3293295,0.000123799,5.92E-05
9.339339,0.000124753,5.88E-05
9.349349,0.000125825,5.54E-05
9.35936,0.000125468,5.75E-05
9.3693695,0.000127673,5.64E-05
9.379379,0.000125825,5.63E-05
9.389389,0.000127852,5.54E-05
9.3994,0.000126541,5.53E-05
9.4094095,0.000128984,5.51E-05
9.419419,0.000129044,5.28E-05
9.429429,0.000129104,5.39E-05
9.43944,0.000130534,5.22E-05
9.44945,0.000132322,5.31E-05
9.459459,0.000127554,5.34E-05
9.469469,0.000131369,5.25E-05
9.47948,0.000131667,5.16E-05
9.48949,0.000131369,5.27E-05
9.499499,0.000130951,5.18E-05
9.509509,0.000132024,5.07E-05
9.51952,0.000132918,5.20E-05
9.52953,0.000134349,5.45E-05
9.539539,0.000133514,5.04E-05
9.549549,0.000134408,5.05E-05
9.55956,0.000133216,5.07E-05
9.56957,0.000133276,5.02E-05
9.579579,0.000135481,4.95E-05
9.589589,0.00013566,4.98E-05
9.5996,0.00013572,5.11E-05
9.60961,0.000134468,4.89E-05
9.619619,0.000132799,5.10E-05
9.62963,0.000134647,4.95E-05
9.63964,0.000132799,4.88E-05
9.64965,0.000134945,4.94E-05
9.659659,0.000135481,4.92E-05
9.66967,0.00013411,5.07E-05
9.67968,0.000136375,4.97E-05
9.68969,0.000135362,5.01E-05
9.699699,0.000136912,4.89E-05
9.70971,0.000136852,4.83E-05
9.71972,0.00013572,4.68E-05
9.72973,0.00013721,4.80E-05
9.739739,0.000137031,4.88E-05
9.74975,0.000135601,4.88E-05
9.75976,0.000134587,4.89E-05
9.76977,0.000137448,5.07E-05
9.779779,0.000135183,4.95E-05
9.78979,0.000134468,4.94E-05
9.7998,0.000136077,4.98E-05
9.80981,0.000135779,4.94E-05
9.819819,0.000135005,5.00E-05
9.82983,0.000134945,4.95E-05
9.83984,0.000135541,5.15E-05
9.84985,0.00013417,5.16E-05
9.859859,0.000134349,4.95E-05
9.86987,0.000136256,5.04E-05
9.87988,0.00013417,5.22E-05
9.88989,0.000134468,5.11E-05
9.8998995,0.000133753,5.02E-05
9.90991,0.00013274,5.21E-05
9.91992,0.000132442,5.19E-05
9.92993,0.000131011,5.29E-05
9.9399395,0.000132084,5.32E-05
9.94995,0.000132322,5.20E-05
9.95996,0.000130594,5.33E-05
9.96997,0.000130415,5.31E-05
9.9799795,0.000130534,5.33E-05
9.98999,0.000128448,5.40E-05
10,0.000129163,5.34E-05
